ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-27.0,4.0,57.0,-0.0,0.0,382.18,124.0,Neutral
-25.0,4.0,58.0,-0.05,0.831534,382.18,88.5,Neutral
-26.0,4.0,58.0,6.2,1.179021,382.18,117.0,Neutral
-24.0,4.0,58.0,22.9,1.617278,382.18,108.5,Neutral
-22.0,6.0,58.0,93.76,2.058129,31.41,97.2,Neutral
-58.0,0.0,27.0,208.53,2.130078,31.41,92.17,Neutral
-63.0,-13.0,-15.0,-537.23,2.15186,31.41,89.14,Neutral
-56.0,-19.0,-23.0,71.19,2.199266,31.41,87.38,Neutral
-59.0,-19.0,-22.0,140.48,2.242829,31.41,86.44,Neutral
-59.0,-23.0,-18.0,32.32,2.276141,31.41,84.8,Neutral
-61.0,-24.0,-10.0,-20.73,2.296641,31.41,83.36,Neutral
-59.0,-24.0,18.0,67.63,2.286391,31.41,81.92,Neutral
-49.0,-25.0,29.0,4.2,2.271016,31.41,80.54,Neutral
-54.0,-27.0,25.0,-1.92,2.276141,31.41,79.36,Neutral
-52.0,-27.0,28.0,8.75,2.290235,31.41,78.2,Neutral
-41.0,-13.0,48.0,-23.28,2.306891,31.41,77.06,Neutral
-33.0,-1.0,54.0,-2.58,2.35686,31.41,76.12,Neutral
-37.0,5.0,57.0,-1.22,2.373517,31.41,75.33,Neutral
-33.0,5.0,55.0,9.73,2.363266,31.41,74.63,Neutral
-33.0,4.0,54.0,11.0,2.372235,31.41,74.0,Neutral
-33.0,4.0,54.0,-60.58,2.37736,31.37,73.43,Neutral
-33.0,4.0,54.0,104.4,2.376079,31.37,72.91,Neutral
-32.0,4.0,55.0,18.94,2.374798,31.37,72.43,Neutral
-32.0,4.0,55.0,-113.53,2.374798,31.37,71.96,Neutral
-33.0,4.0,55.0,-51.94,2.374798,31.37,71.52,Neutral
-32.0,4.0,55.0,-34.82,2.374798,31.37,71.08,Neutral
-32.0,4.0,55.0,10.16,2.372235,31.37,70.67,Neutral
-33.0,4.0,55.0,32.76,2.370954,31.37,70.25,Neutral
-32.0,4.0,55.0,21.04,2.369673,31.35,70.34,Neutral
-32.0,4.0,55.0,-5.11,2.368392,31.35,70.5,Neutral
-32.0,4.0,55.0,-10.36,2.368392,31.35,70.87,Neutral
-32.0,4.0,55.0,9.08,2.363266,31.35,71.25,Neutral
-33.0,4.0,55.0,13.81,2.363266,31.33,71.58,Neutral
-33.0,4.0,55.0,-0.44,2.364548,31.33,71.82,Neutral
-33.0,3.0,54.0,-42.35,2.363266,31.33,71.97,Neutral
-33.0,4.0,55.0,14.19,2.361985,31.33,72.17,Neutral
-32.0,4.0,55.0,18.97,2.361985,31.37,72.32,Neutral
-32.0,4.0,55.0,-2.07,2.35686,31.37,72.47,Neutral
-32.0,4.0,55.0,-31.21,2.35686,31.37,72.59,Neutral
-33.0,4.0,55.0,16.21,2.354298,31.37,72.72,Neutral
-33.0,4.0,55.0,12.83,2.349173,31.33,72.88,Neutral
-32.0,4.0,55.0,2.87,2.34661,31.33,73.05,Neutral
-37.0,4.0,60.0,-34.81,2.344048,31.33,73.26,Neutral
-32.0,4.0,55.0,10.48,2.341485,31.33,73.45,Neutral
-32.0,4.0,55.0,17.81,2.338923,31.33,73.69,Neutral
-31.0,4.0,55.0,-13.09,2.33636,31.33,73.96,Neutral
-30.0,4.0,56.0,-27.07,2.333798,31.33,74.21,Neutral
