ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-16,3,60,-0.0,0.0,382.21,100.0,Neutral
-16,5,62,-0.05,0.353073,382.21,79.0,Neutral
-14,4,61,6.2,0.415757,382.21,69.0,Neutral
62,-21,44,22.9,0.423432,382.21,66.5,Neutral
45,-27,14,93.76,0.42727,30.89,89.6,Neutral
50,-33,17,208.53,0.429828,30.89,89.33,Neutral
50,-30,21,-537.23,0.432387,30.89,89.0,Neutral
52,-26,23,71.43,0.431108,30.89,88.38,Neutral
61,-28,9,141.3,0.42727,30.87,87.89,Neutral
-28,-3,57,37.59,0.428549,30.87,87.1,Neutral
-22,-3,61,2.62,0.429828,30.87,86.45,Neutral
-19,-1,61,0.2,0.432387,30.87,85.83,Neutral
-14,4,57,0.98,0.432387,30.87,85.31,Neutral
-17,9,61,3.84,0.433666,30.87,84.86,Neutral
-17,7,60,14.37,0.434945,30.87,84.53,Neutral
-15,8,59,-8.6,0.433666,30.87,84.25,Neutral
-16,9,60,-53.68,0.434945,30.85,84.12,Neutral
-15,8,62,20.93,0.436225,30.85,83.94,Neutral
-13,6,60,10.2,0.433666,30.85,83.79,Neutral
-14,7,62,-11.83,0.433666,30.85,83.8,Neutral
-12,4,62,22.06,0.434945,30.91,83.86,Neutral
-12,6,62,-2.04,0.434945,30.91,83.91,Neutral
-13,7,61,-20.31,0.440062,30.91,83.96,Neutral
-14,5,61,20.77,0.441342,30.91,84.04,Neutral
-13,4,61,-8.26,0.441342,30.89,84.16,Neutral
-14,4,60,8.33,0.4439,30.89,84.31,Neutral
-15,4,61,13.0,0.441342,30.89,84.52,Neutral
-13,4,61,-16.67,0.440062,30.89,84.96,Neutral
-15,8,59,16.42,0.442621,30.91,85.45,Neutral
-14,7,63,5.42,0.442621,30.91,85.77,Neutral
-13,7,62,-36.64,0.437504,30.91,86.0,Neutral
-13,7,61,25.96,0.440062,30.91,86.31,Neutral
-13,7,62,1.12,0.440062,30.89,86.58,Neutral
-14,6,62,15.23,0.438783,30.89,86.71,Neutral
-13,6,61,1.39,0.440062,30.89,86.86,Neutral
-14,6,61,-40.95,0.440062,30.89,86.94,Neutral
-14,5,61,2.86,0.438783,30.89,87.03,Neutral
-14,6,61,-9.9,0.438783,30.89,87.0,Neutral
-15,5,61,17.97,0.437504,30.89,87.0,Neutral
-13,5,61,7.28,0.437504,30.89,87.07,Neutral
-15,6,61,-38.94,0.434945,30.89,86.93,Neutral
-14,6,61,14.8,0.434945,30.89,86.74,Neutral
-13,5,62,-2.98,0.434945,30.89,86.56,Neutral
-12,6,62,8.04,0.434945,30.89,86.25,Neutral
-13,7,61,15.12,0.434945,30.91,85.93,Neutral
-10,5,66,-12.45,0.434945,30.91,85.65,Neutral
-10,6,61,17.11,0.437504,30.91,85.43,Neutral
-12,9,61,22.16,0.438783,30.91,85.25,Neutral
-12,8,62,-11.38,0.437504,30.89,85.06,Neutral
-12,6,62,0.71,0.437504,30.89,84.74,Neutral
-12,6,61,17.28,0.432387,30.89,84.45,Neutral
-12,6,62,-23.76,0.438783,30.89,84.1,Neutral
-12,7,61,1.82,0.434945,30.89,83.87,Neutral
-12,6,62,18.53,0.431108,30.89,83.93,Neutral
-12,6,62,-7.65,0.434945,30.89,84.0,Neutral
-12,6,61,14.23,0.434945,30.89,84.09,Neutral
-12,6,62,21.06,0.433666,30.89,84.09,Neutral
-12,6,62,-17.9,0.433666,30.89,84.07,Neutral
-12,6,62,17.42,0.432387,30.89,84.05,Neutral
-12,6,61,13.36,0.431108,30.89,84.02,Neutral
-13,6,61,-19.57,0.431108,30.87,83.72,Neutral
-12,5,61,23.04,0.432387,30.87,84.08,Neutral
-12,6,61,21.58,0.428549,30.87,84.57,Neutral
-13,6,61,-20.34,0.423432,30.87,84.87,Neutral
-12,6,62,12.28,0.428549,30.89,83.13,Neutral
-13,6,61,17.45,0.428549,30.89,82.97,Neutral
-12,6,62,-27.0,0.42727,30.89,82.77,Neutral
-12,6,62,21.72,0.424711,30.89,82.6,Neutral
-12,5,62,16.56,0.424711,30.91,82.4,Neutral
-12,6,61,-41.82,0.424711,30.91,82.2,Neutral
-13,5,61,26.06,0.424711,30.91,82.02,Neutral
-12,5,62,13.3,0.422153,30.91,81.85,Neutral
-14,5,64,-56.77,0.422153,30.91,81.65,Neutral
-12,4,60,-23.45,0.422153,30.91,81.62,Neutral
-12,5,62,74.77,0.417036,30.91,81.55,Neutral
-14,4,63,1.19,0.419594,30.91,81.52,Neutral
-11,4,62,26.95,0.418315,30.91,81.45,Neutral
-12,4,62,16.57,0.417036,30.91,81.4,Neutral
-12,4,63,-10.54,0.417036,30.91,81.33,Neutral
-11,3,62,5.66,0.415757,30.91,81.2,Neutral
-11,4,61,18.41,0.41064,30.89,81.03,Neutral
-12,3,63,-19.5,0.415757,30.89,80.85,Neutral
-15,6,59,-15.4,0.40936,30.89,80.67,Neutral
-15,4,63,21.64,0.414477,30.89,80.4,Neutral
-15,3,61,-5.66,0.415757,30.89,80.1,Neutral
-15,3,60,4.51,0.414477,30.89,79.77,Neutral
-11,2,61,13.76,0.41064,30.89,79.57,Neutral
-12,3,63,-24.55,0.417036,30.89,79.2,Neutral
