ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
5,1,63,-0.0,0.0,382.21,71.0,Neutral
5,1,63,-0.05,0.226414,382.21,71.0,Neutral
5,1,63,6.2,0.287814,382.21,70.67,Neutral
6,1,63,22.9,0.29421,382.21,71.25,Neutral
5,1,63,93.76,0.295489,31.19,72.2,Neutral
5,1,63,208.53,0.29421,31.19,73.5,Neutral
5,1,63,-537.23,0.296768,31.19,74.57,Neutral
6,1,63,71.43,0.295489,31.19,75.5,Neutral
5,1,63,141.3,0.291652,31.19,76.33,Neutral
5,1,63,37.59,0.29421,31.19,76.8,Neutral
5,1,63,2.62,0.295489,31.19,77.18,Neutral
5,1,63,0.01,0.289093,31.19,77.42,Neutral
5,1,63,0.15,0.29421,31.19,77.62,Neutral
6,1,63,0.59,0.29421,31.19,77.86,Neutral
5,1,63,-2.04,0.295489,31.19,78.07,Neutral
6,1,63,24.05,0.29421,31.19,78.19,Neutral
5,1,63,-4.21,0.292931,31.17,78.29,Neutral
6,1,63,-0.96,0.29421,31.17,78.39,Neutral
5,1,63,13.01,0.29421,31.17,78.42,Neutral
6,1,63,9.35,0.291652,31.17,78.4,Neutral
5,1,63,-14.46,0.292931,31.19,78.38,Neutral
5,0,63,-15.84,0.295489,31.19,78.27,Neutral
6,1,63,7.49,0.295489,31.19,78.17,Neutral
6,1,63,-0.6,0.29421,31.19,78.12,Neutral
6,1,63,-25.0,0.29421,31.17,78.0,Neutral
6,0,63,5.43,0.296768,31.17,77.88,Neutral
6,0,63,1.09,0.295489,31.17,77.85,Neutral
5,1,63,-32.0,0.29421,31.17,77.79,Neutral
5,1,63,14.38,0.295489,31.19,77.76,Neutral
6,1,63,2.32,0.295489,31.19,78.27,Neutral
6,1,63,-34.77,0.291652,31.19,78.74,Neutral
6,1,63,14.77,0.292931,31.19,79.22,Neutral
6,1,63,6.35,0.292931,31.17,79.55,Neutral
5,1,63,-36.65,0.29421,31.17,79.62,Neutral
6,1,63,16.18,0.29421,31.17,79.66,Neutral
5,1,63,1.39,0.29421,31.17,79.67,Neutral
