ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
24,-6,57,-0.0,0.0,382.21,65.0,Neutral
25,-5,57,-0.05,0.863495,382.21,65.5,Neutral
24,-6,57,6.2,0.955867,382.21,66.33,Neutral
24,-6,57,22.9,0.994245,382.21,66.5,Neutral
24,-7,57,93.76,1.014713,33.65,67.6,Neutral
24,-7,58,208.53,1.03646,33.65,68.83,Neutral
23,-7,58,-537.23,1.05309,33.65,70.14,Neutral
24,-6,58,71.43,1.008385,33.65,71.12,Neutral
23,-7,58,141.3,1.021178,33.65,71.56,Neutral
23,-6,58,37.59,1.046763,33.65,71.8,Neutral
23,-7,58,2.62,1.055718,33.65,72.09,Neutral
23,-7,58,0.23,1.059556,33.65,72.58,Neutral
23,-7,58,1.09,1.059556,33.63,73.08,Neutral
23,-6,58,4.97,1.062114,33.63,73.5,Neutral
23,-6,58,17.52,1.059556,33.63,73.87,Neutral
23,-6,58,-2.81,1.055718,33.63,74.19,Neutral
23,-7,58,-25.27,1.046763,33.63,74.47,Neutral
23,-7,58,-30.8,1.039088,33.63,74.72,Neutral
23,-7,58,37.34,1.030133,33.63,75.05,Neutral
23,-7,58,7.42,1.022457,33.63,75.15,Neutral
23,-7,58,1.01,1.013502,33.65,75.76,Neutral
23,-7,58,-28.31,1.023736,33.65,76.18,Neutral
23,-7,58,-48.17,1.01862,33.65,76.52,Neutral
23,-7,58,83.89,1.016061,33.65,76.75,Neutral
23,-7,58,17.7,1.016061,33.65,76.84,Neutral
23,-6,58,4.9,1.019899,33.65,76.96,Neutral
23,-7,58,1.94,1.012223,33.65,77.07,Neutral
23,-6,58,-6.5,1.012223,33.65,77.14,Neutral
23,-7,58,-2.3,1.013502,33.63,77.1,Neutral
23,-7,58,4.15,1.007106,33.63,77.23,Neutral
23,-7,58,-2.91,1.003268,33.63,77.23,Neutral
22,-7,58,-5.25,1.005827,33.63,77.22,Neutral
23,-6,58,3.29,1.003268,33.63,77.03,Neutral
