ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-50,5,42,-0.0,0.0,382.21,85.0,Neutral
-48,4,43,-0.05,0.107451,382.21,97.0,Neutral
-47,4,43,6.2,0.152222,382.21,93.0,Neutral
-47,3,43,22.9,0.153501,382.21,91.0,Neutral
-49,3,42,93.76,0.153501,31.15,89.8,Neutral
-48,6,42,208.53,0.148384,31.15,89.0,Neutral
-48,6,43,-537.23,0.156059,31.15,88.43,Neutral
-42,4,48,71.43,0.15478,31.15,88.5,Neutral
-42,3,48,141.3,0.152222,31.15,88.67,Neutral
-44,3,46,38.07,0.153501,31.15,88.6,Neutral
-44,4,46,4.75,0.153501,31.15,88.55,Neutral
-44,4,46,9.78,0.153501,31.15,88.25,Neutral
-44,4,46,28.52,0.153501,31.13,87.92,Neutral
-44,4,46,-20.68,0.15478,31.13,87.64,Neutral
-44,3,46,4.06,0.15478,31.13,87.4,Neutral
-45,4,46,56.17,0.15478,31.13,86.69,Neutral
-44,4,46,150.09,0.15478,31.15,86.06,Neutral
-45,4,46,83.03,0.15478,31.15,85.33,Neutral
-45,3,46,-5.34,0.153501,31.15,84.74,Neutral
-45,3,46,-104.01,0.150943,31.15,84.25,Neutral
-44,4,46,-349.4,0.153501,31.15,83.86,Neutral
-45,4,46,-51.71,0.153501,31.15,83.45,Neutral
-44,4,46,15.59,0.152222,31.15,83.09,Neutral
-44,3,46,-51.95,0.152222,31.15,82.79,Neutral
-45,4,46,59.56,0.153501,31.15,82.6,Neutral
-44,4,46,36.16,0.153501,31.15,82.46,Neutral
-44,4,46,-26.64,0.153501,31.15,82.26,Neutral
-44,4,46,81.4,0.152222,31.15,82.0,Neutral
-44,4,46,27.38,0.15478,31.13,81.9,Neutral
-45,4,46,-32.64,0.153501,31.13,81.73,Neutral
-44,4,46,-36.08,0.150943,31.13,81.55,Neutral
-45,4,45,31.06,0.152222,31.13,81.5,Neutral
-46,4,45,11.45,0.153501,31.15,81.33,Neutral
-45,4,45,-53.21,0.153501,31.15,81.15,Neutral
-46,4,45,71.11,0.152222,31.15,80.97,Neutral
-43,6,46,38.87,0.152222,31.15,80.81,Neutral
-45,5,45,-14.41,0.153501,31.15,80.54,Neutral
-45,3,45,-103.55,0.153501,31.15,80.29,Neutral
-45,4,45,70.33,0.153501,31.15,80.05,Neutral
-44,5,46,49.27,0.153501,31.15,79.85,Neutral
-41,6,48,-8.93,0.153501,31.13,79.71,Neutral
-44,4,45,-65.53,0.149663,31.13,79.6,Neutral
-46,4,46,87.72,0.153501,31.13,79.49,Neutral
-45,4,45,-15.01,0.152222,31.13,79.27,Neutral
-45,5,44,4.56,0.152222,31.15,79.09,Neutral
-43,4,46,-30.89,0.153501,31.15,78.91,Neutral
-47,4,44,-21.76,0.153501,31.15,78.74,Neutral
-47,4,44,17.8,0.15478,31.15,78.6,Neutral
-45,5,45,-45.03,0.152222,31.13,78.51,Neutral
