ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-6,3,63,-0.0,0.0,382.21,65.0,Neutral
-5,4,63,-0.05,0.796926,382.21,66.5,Neutral
-5,3,63,6.2,0.73835,382.21,67.33,Neutral
-5,3,63,22.9,0.757538,382.21,67.75,Neutral
-5,4,63,93.76,0.761375,31.31,68.0,Neutral
-5,3,63,208.53,0.763934,31.31,69.17,Neutral
-4,3,63,-537.23,0.76905,31.31,70.14,Neutral
-5,3,63,71.43,0.766492,31.31,71.0,Neutral
-5,3,63,141.3,0.761375,31.31,71.67,Neutral
-5,4,63,37.59,0.767771,31.31,72.2,Neutral
-5,3,63,2.62,0.766492,31.31,72.64,Neutral
-4,3,63,0.21,0.765213,31.31,73.0,Neutral
-4,4,63,1.02,0.766492,31.29,73.46,Neutral
-4,3,63,4.66,0.766492,31.29,73.79,Neutral
-4,3,63,17.21,0.765213,31.29,74.07,Neutral
-4,3,63,3.16,0.767771,31.29,74.31,Neutral
-5,3,63,-10.23,0.765213,31.31,74.65,Neutral
-4,3,63,18.28,0.766492,31.31,75.0,Neutral
-4,3,63,62.76,0.765213,31.31,75.21,Neutral
-4,3,63,-26.61,0.758817,31.31,75.35,Neutral
-4,3,63,-89.61,0.765213,31.31,75.43,Neutral
-4,4,63,-0.9,0.765213,31.31,75.41,Neutral
-4,3,63,21.84,0.761375,31.31,75.39,Neutral
-4,4,63,29.03,0.762654,31.31,75.42,Neutral
-4,4,63,-6.65,0.762654,31.31,75.52,Neutral
-4,3,63,-38.06,0.761375,31.31,75.62,Neutral
-4,4,63,31.82,0.760096,31.31,75.67,Neutral
-4,4,63,0.44,0.758817,31.31,75.86,Neutral
-3,4,63,-53.21,0.758817,31.29,76.03,Neutral
-4,3,63,31.52,0.760096,31.29,76.23,Neutral
-3,4,63,4.94,0.752421,31.29,76.45,Neutral
-3,3,63,-69.08,0.754979,31.29,76.62,Neutral
-3,3,63,34.19,0.7537,31.31,76.7,Neutral
-3,3,63,14.64,0.746025,31.31,76.76,Neutral
-3,3,63,-68.47,0.751142,31.31,76.94,Neutral
-3,4,63,36.63,0.752421,31.31,77.08,Neutral
-3,3,63,18.57,0.7537,31.29,77.22,Neutral
-3,3,63,-54.39,0.754979,31.29,77.34,Neutral
-3,3,63,33.32,0.752421,31.29,77.77,Neutral
-3,3,63,14.82,0.749863,31.29,78.18,Neutral
-3,4,63,-50.82,0.751142,31.27,78.56,Neutral
-4,3,63,18.14,0.747304,31.27,78.93,Neutral
-4,3,63,-11.45,0.749863,31.27,79.28,Neutral
-4,4,63,-6.15,0.7537,31.27,79.61,Neutral
-3,3,63,17.19,0.752421,31.27,79.91,Neutral
-3,3,63,-30.07,0.752421,31.27,80.17,Neutral
-3,4,63,38.03,0.7537,31.27,80.4,Neutral
-3,3,63,14.3,0.754979,31.27,80.67,Neutral
-3,3,63,-62.0,0.752421,31.27,80.9,Neutral
-3,3,63,51.38,0.754979,31.27,81.06,Neutral
-3,3,63,25.21,0.751142,31.27,81.24,Neutral
-3,4,63,-45.3,0.749863,31.27,81.42,Neutral
-3,4,63,39.49,0.743467,31.27,81.58,Neutral
-3,3,63,44.57,0.739629,31.27,81.74,Neutral
-3,3,63,-6.58,0.744746,31.27,81.8,Neutral
-3,3,63,-75.56,0.743467,31.27,81.91,Neutral
-3,3,63,42.88,0.73835,31.25,82.0,Neutral
-3,3,63,28.97,0.73835,31.25,82.07,Neutral
-3,3,63,-22.86,0.737071,31.25,82.07,Neutral
-3,3,63,-0.75,0.735792,31.25,82.1,Neutral
-3,3,63,23.0,0.737071,31.25,82.45,Neutral
-3,3,63,-1.14,0.73835,31.25,82.77,Neutral
-3,3,63,-51.49,0.733233,31.25,83.05,Neutral
-4,3,63,21.87,0.729396,31.25,83.38,Neutral
-4,3,63,7.71,0.735792,31.23,83.7,Neutral
-3,3,63,-49.91,0.733233,31.23,83.92,Neutral
-3,3,63,39.3,0.733233,31.23,84.17,Neutral
-3,3,63,13.56,0.733233,31.23,84.42,Neutral
-3,4,63,-37.63,0.731954,31.25,84.63,Neutral
