ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-11.0,-5.0,62.0,-0.0,0.0,382.21,60.0,Neutral
-11.0,-4.0,62.0,-0.05,0.505183,382.21,60.0,Neutral
-9.0,-5.0,62.0,6.2,0.561456,382.21,61.33,Neutral
-11.0,-5.0,61.0,22.9,0.567851,382.21,64.75,Neutral
-12.0,-5.0,62.0,93.76,0.56913,30.03,65.2,Neutral
-11.0,-5.0,62.0,208.53,0.570409,30.03,67.0,Neutral
-11.0,-4.0,62.0,-537.23,0.570409,30.03,68.43,Neutral
-11.0,-5.0,62.0,71.43,0.567851,30.03,69.5,Neutral
-11.0,-5.0,62.0,140.98,0.565293,30.05,70.44,Neutral
-11.0,-5.0,62.0,36.28,0.565293,30.05,71.4,Neutral
-11.0,-5.0,62.0,-3.85,0.564014,30.05,71.91,Neutral
-11.0,-5.0,62.0,-14.92,0.564014,30.05,72.25,Neutral
-11.0,-5.0,62.0,29.87,0.565293,30.03,72.62,Neutral
-11.0,-5.0,62.0,3.32,0.564014,30.03,73.0,Neutral
-11.0,-5.0,62.0,20.6,0.564014,30.03,73.33,Neutral
-11.0,-5.0,62.0,-3.29,0.562735,30.03,73.69,Neutral
-11.0,-5.0,62.0,-14.55,0.562735,30.03,74.0,Neutral
-11.0,-5.0,62.0,-6.38,0.561456,30.03,74.33,Neutral
-11.0,-4.0,62.0,-1.55,0.558898,30.03,74.68,Neutral
-11.0,-5.0,62.0,-0.99,0.555062,30.03,75.05,Neutral
-11.0,-5.0,62.0,-29.8,0.556341,30.01,75.38,Neutral
-11.0,-5.0,62.0,38.55,0.556341,30.01,75.68,Neutral
-11.0,-5.0,62.0,16.71,0.555062,30.01,76.09,Neutral
-10.0,-4.0,62.0,-20.5,0.552504,30.01,76.46,Neutral
-11.0,-5.0,62.0,8.45,0.552504,30.03,76.84,Neutral
-11.0,-5.0,62.0,13.78,0.552504,30.03,77.08,Neutral
-11.0,-5.0,62.0,-7.36,0.551225,30.03,77.33,Neutral
-11.0,-5.0,62.0,-45.91,0.548667,30.03,77.5,Neutral
-11.0,-5.0,62.0,14.53,0.548667,30.03,77.41,Neutral
-13.0,-6.0,66.0,4.31,0.54483,30.03,77.4,Neutral
-41.0,3.0,47.0,-55.66,0.546109,30.03,77.42,Neutral
-43.0,9.0,47.0,20.67,0.55762,30.03,77.41,Neutral
-49.0,14.0,42.0,11.27,0.55762,30.01,77.36,Neutral
-46.0,14.0,41.0,-64.83,0.564014,30.01,77.32,Neutral
-55.0,6.0,38.0,-32.91,0.56913,30.01,77.31,Neutral
-53.0,8.0,34.0,65.08,0.58064,30.01,77.19,Neutral
-52.0,7.0,41.0,3.12,0.583198,30.01,77.03,Neutral
-49.0,6.0,38.0,1.82,0.587035,30.01,76.79,Neutral
-50.0,3.0,45.0,-37.33,0.588314,30.01,76.56,Neutral
-46.0,2.0,44.0,105.29,0.579362,30.01,76.38,Neutral
-48.0,1.0,43.0,-4.58,0.571688,30.01,76.2,Neutral
-47.0,4.0,42.0,-65.09,0.553783,30.01,75.95,Neutral
-51.0,4.0,37.0,-5.28,0.538435,30.01,75.72,Neutral
-48.0,2.0,43.0,-44.66,0.556341,30.01,75.5,Neutral
-47.0,2.0,44.0,37.93,0.564014,30.01,75.62,Neutral
-55.0,5.0,25.0,41.86,0.562735,30.01,75.78,Neutral
-52.0,3.0,38.0,90.87,0.560177,30.01,75.94,Neutral
-50.0,7.0,42.0,1.92,0.558898,30.01,76.1,Neutral
-50.0,8.0,42.0,-21.87,0.555062,29.99,76.27,Neutral
-47.0,12.0,39.0,-80.7,0.561456,29.99,76.42,Neutral
-54.0,14.0,37.0,89.93,0.562735,29.99,76.59,Neutral
-53.0,15.0,35.0,-61.89,0.562735,29.99,76.79,Neutral
-53.0,11.0,36.0,-24.52,0.558898,30.05,77.0,Neutral
-51.0,11.0,39.0,26.31,0.560177,30.05,77.19,Neutral
-52.0,10.0,38.0,41.33,0.553783,30.05,77.36,Neutral
-50.0,11.0,39.0,-7.4,0.560177,30.05,77.54,Neutral
-50.0,10.0,41.0,-34.82,0.560177,30.03,77.68,Neutral
-48.0,15.0,39.0,-27.42,0.560177,30.03,77.83,Neutral
-49.0,14.0,38.0,47.41,0.558898,30.03,78.03,Neutral
-51.0,14.0,36.0,29.36,0.556341,30.03,78.23,Neutral
-50.0,14.0,37.0,-27.13,0.558898,30.01,78.73,Neutral
-50.0,13.0,38.0,-38.98,0.558898,30.01,79.23,Neutral
-52.0,13.0,34.0,5.43,0.558898,30.01,79.67,Neutral
-54.0,14.0,33.0,6.56,0.55762,30.01,79.97,Neutral
-54.0,14.0,34.0,-28.35,0.560177,30.03,80.38,Neutral
-53.0,13.0,36.0,8.15,0.560177,30.03,80.67,Neutral
-54.0,14.0,34.0,-18.99,0.561456,30.03,80.93,Neutral
-52.0,13.0,36.0,-47.94,0.564014,30.03,81.2,Neutral
-52.0,16.0,34.0,32.09,0.56913,30.03,81.45,Neutral
-53.0,15.0,34.0,31.45,0.58064,30.03,81.55,Neutral
-52.0,16.0,33.0,21.87,0.574246,30.03,81.72,Neutral
-53.0,16.0,33.0,52.32,0.572967,30.03,81.9,Neutral
-53.0,15.0,34.0,45.85,0.572967,30.01,82.07,Neutral
-55.0,16.0,33.0,-143.18,0.571688,30.01,82.27,Neutral
-40.0,15.0,46.0,-12.0,0.56913,30.01,82.32,Neutral
-5.0,17.0,59.0,0.22,0.575525,30.01,82.37,Neutral
46.0,30.0,37.0,-35.83,0.590872,30.03,82.42,Neutral
45.0,39.0,20.0,19.36,0.584477,30.03,82.45,Neutral
30.0,35.0,18.0,39.86,0.583198,30.03,82.45,Neutral
