ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-15,-20,58,-0.0,0.0,382.21,58.0,Neutral
-14,-20,58,-0.05,0.19319,382.21,64.0,Neutral
-14,-20,59,6.2,0.250763,382.21,65.33,Neutral
-14,-20,58,22.9,0.254602,382.21,66.0,Neutral
-14,-20,58,93.76,0.254602,28.47,66.6,Neutral
-14,-20,58,208.53,0.254602,28.47,66.83,Neutral
-14,-20,58,-537.23,0.255881,28.47,67.0,Neutral
-14,-19,58,71.42,0.254602,28.47,67.12,Neutral
-14,-20,58,140.72,0.250763,28.47,67.0,Neutral
-14,-20,58,36.03,0.254602,28.47,66.9,Neutral
-14,-20,58,-5.64,0.254602,28.47,66.82,Neutral
-14,-20,58,-32.81,0.253322,28.47,66.75,Neutral
-14,-20,58,20.62,0.253322,28.49,66.69,Neutral
-14,-20,58,5.09,0.253322,28.49,66.64,Neutral
-14,-20,58,6.51,0.254602,28.49,66.6,Neutral
-14,-20,58,0.24,0.253322,28.49,66.5,Neutral
-14,-20,58,-5.73,0.253322,28.49,66.47,Neutral
-14,-20,58,-2.03,0.254602,28.49,66.44,Neutral
-14,-20,58,-0.79,0.253322,28.49,66.42,Neutral
-14,-19,58,-3.76,0.252043,28.49,66.35,Neutral
-14,-20,58,5.74,0.253322,28.47,66.29,Neutral
-14,-20,58,6.4,0.254602,28.47,66.23,Neutral
-13,-20,58,-2.14,0.252043,28.47,66.22,Neutral
-14,-19,58,-13.35,0.253322,28.47,66.21,Neutral
-13,-20,58,12.71,0.253322,28.47,66.2,Neutral
-14,-19,58,4.53,0.253322,28.47,66.23,Neutral
-13,-20,58,-9.93,0.253322,28.47,66.26,Neutral
-13,-19,58,2.98,0.250763,28.47,66.39,Neutral
-13,-20,58,8.0,0.253322,28.45,66.55,Neutral
-14,-20,58,-2.13,0.253322,28.45,66.77,Neutral
-14,-20,58,-18.78,0.249484,28.45,67.03,Neutral
-14,-20,58,9.19,0.250763,28.45,67.28,Neutral
-14,-19,58,5.5,0.250763,28.45,67.58,Neutral
-14,-20,58,-10.88,0.250763,28.45,67.85,Neutral
-14,-20,58,11.0,0.248205,28.45,68.06,Neutral
-14,-20,58,5.71,0.249484,28.45,68.25,Neutral
-13,-19,58,-10.45,0.244366,28.47,68.41,Neutral
-13,-19,58,12.49,0.248205,28.47,68.53,Neutral
-13,-20,58,5.84,0.248205,28.47,68.59,Neutral
-14,-20,58,-11.89,0.249484,28.47,68.53,Neutral
-13,-20,58,7.14,0.246925,28.45,68.54,Neutral
-14,-20,58,9.71,0.245646,28.45,68.57,Neutral
-13,-20,58,-1.87,0.245646,28.45,68.65,Neutral
-13,-20,58,-23.41,0.246925,28.45,68.73,Neutral
-13,-20,58,16.39,0.245646,28.47,68.76,Neutral
-13,-19,58,11.24,0.246925,28.47,68.67,Neutral
-13,-20,58,-6.23,0.245646,28.47,68.62,Neutral
-13,-19,58,-22.24,0.245646,28.47,68.56,Neutral
-14,-20,58,11.82,0.244366,28.47,68.51,Neutral
-13,-20,58,7.21,0.244366,28.47,68.56,Neutral
-13,-20,58,-9.21,0.244366,28.47,68.55,Neutral
-15,-21,56,12.25,0.243087,28.47,68.62,Neutral
-13,-19,58,8.59,0.241808,28.47,68.57,Neutral
-14,-21,58,-6.03,0.237969,28.47,68.52,Neutral
-13,-19,58,-21.48,0.241808,28.47,68.47,Neutral
-13,-20,59,13.8,0.241808,28.47,68.41,Neutral
-13,-19,58,8.2,0.241808,28.45,68.35,Neutral
-13,-20,59,-7.43,0.241808,28.45,68.28,Neutral
-14,-20,58,-25.65,0.241808,28.45,68.2,Neutral
-13,-20,58,13.73,0.239249,28.45,68.15,Neutral
-14,-20,58,9.73,0.241808,28.47,68.35,Neutral
-13,-20,58,-3.89,0.241808,28.47,68.33,Neutral
-14,-20,58,-20.57,0.240528,28.47,68.37,Neutral
-13,-19,58,13.72,0.23541,28.47,68.48,Neutral
-13,-20,58,8.12,0.240528,28.45,68.58,Neutral
-14,-20,58,-9.98,0.241808,28.45,68.72,Neutral
-13,-20,58,6.41,0.240528,28.45,68.88,Neutral
-13,-20,58,7.88,0.240528,28.45,69.07,Neutral
-14,-20,58,-1.78,0.239249,28.45,69.32,Neutral
-14,-20,59,-21.75,0.240528,28.45,69.57,Neutral
-14,-20,59,15.06,0.237969,28.45,69.82,Neutral
-13,-20,58,9.7,0.237969,28.45,70.05,Neutral
-13,-20,58,-8.85,0.239249,28.45,70.25,Neutral
-14,-20,58,-12.96,0.239249,28.45,70.4,Neutral
-14,-20,58,11.01,0.23669,28.45,70.53,Neutral
-13,-20,58,5.14,0.237969,28.45,70.68,Neutral
-13,-19,58,-12.28,0.23669,28.45,70.8,Neutral
-13,-20,58,9.47,0.237969,28.45,70.95,Neutral
-13,-20,59,8.4,0.23669,28.45,71.05,Neutral
-14,-20,58,-6.11,0.23541,28.45,71.12,Neutral
-14,-20,58,-7.9,0.23669,28.47,71.25,Neutral
-13,-20,58,-1.22,0.23669,28.47,71.35,Neutral
-13,-19,58,-23.3,0.231572,28.47,71.45,Neutral
-14,-20,58,4.57,0.23669,28.47,71.65,Neutral
-13,-20,58,25.01,0.23541,28.45,71.78,Neutral
-13,-20,58,13.47,0.23669,28.45,71.9,Neutral
-14,-20,58,-6.06,0.234131,28.45,72.03,Neutral
-13,-20,58,-27.34,0.232852,28.45,72.12,Neutral
-13,-20,58,16.33,0.232852,28.45,72.17,Neutral
-13,-19,58,10.73,0.232852,28.45,72.18,Neutral
-14,-20,58,-7.1,0.231572,28.45,72.17,Neutral
-13,-20,58,-25.9,0.232852,28.45,72.13,Neutral
-13,-20,58,14.65,0.23541,28.45,72.05,Neutral
-13,-20,58,8.78,0.23541,28.45,71.98,Neutral
-13,-20,58,-11.31,0.23541,28.45,71.88,Neutral
-13,-20,58,11.04,0.23669,28.45,71.8,Neutral
-13,-19,58,9.64,0.23541,28.43,71.75,Neutral
-13,-19,58,-3.19,0.23541,28.43,71.73,Neutral
-13,-20,58,-24.2,0.229013,28.43,71.78,Neutral
-13,-20,58,16.85,0.23541,28.43,71.87,Neutral
-14,-20,58,12.41,0.23541,28.43,71.92,Neutral
-13,-20,58,-6.77,0.23541,28.43,71.93,Neutral
-13,-20,58,-26.85,0.23541,28.43,71.9,Neutral
-13,-20,58,15.82,0.234131,28.43,71.87,Neutral
-13,-20,58,9.18,0.232852,28.43,71.83,Neutral
-13,-20,58,-10.81,0.232852,28.43,71.9,Neutral
-13,-20,58,-15.57,0.232852,28.43,71.9,Neutral
-13,-20,59,10.94,0.232852,28.43,72.05,Neutral
-13,-20,58,2.8,0.232852,28.43,72.37,Neutral
-13,-19,59,-18.73,0.231572,28.43,72.48,Neutral
-14,-20,58,16.0,0.231572,28.43,72.7,Neutral
-13,-19,58,10.01,0.230293,28.43,72.88,Neutral
-13,-19,58,-10.99,0.231572,28.43,73.2,Neutral
-14,-20,58,-14.88,0.231572,28.43,73.52,Neutral
-12,-18,59,14.9,0.231572,28.43,73.83,Neutral
-13,-20,58,5.73,0.225175,28.43,74.17,Neutral
-13,-20,58,-16.77,0.227734,28.45,74.62,Neutral
-13,-20,58,0.54,0.231572,28.45,75.08,Neutral
-13,-20,58,12.99,0.229013,28.45,75.55,Neutral
-13,-20,58,0.2,0.230293,28.45,75.97,Neutral
-13,-19,59,-22.17,0.229013,28.47,76.3,Neutral
-12,-19,59,15.76,0.229013,28.47,76.65,Neutral
-11,-18,59,7.97,0.229013,28.47,76.87,Neutral
-13,-20,58,-14.61,0.229013,28.47,77.02,Neutral
-10,-19,60,14.81,0.227734,28.45,77.17,Neutral
-4,-18,58,9.55,0.229013,28.45,77.3,Neutral
9,-12,59,-7.36,0.226455,28.45,77.4,Neutral
10,-14,67,-30.04,0.223896,28.45,77.45,Neutral
20,-21,36,9.63,0.232852,28.43,77.45,Neutral
32,-25,48,-3.56,0.227734,28.43,77.42,Neutral
35,-25,47,-21.31,0.232852,28.43,77.33,Neutral
37,-23,45,-21.06,0.23541,28.43,77.25,Neutral
33,-27,49,25.9,0.23541,28.45,77.18,Neutral
34,-25,47,-15.72,0.23541,28.45,77.22,Neutral
23,-13,48,6.09,0.239249,28.45,77.28,Neutral
33,-10,47,-14.08,0.240528,28.45,77.37,Neutral
40,-3,45,-22.7,0.240528,28.43,77.47,Neutral
33,-14,51,11.78,0.239249,28.43,77.53,Neutral
36,-8,46,18.56,0.239249,28.43,77.7,Neutral
50,-29,58,-1.54,0.241808,28.43,77.93,Neutral
38,-38,51,11.57,0.240528,28.43,78.02,Neutral
39,-48,29,-33.33,0.241808,28.43,78.13,Neutral
36,-34,29,40.12,0.239249,28.43,78.23,Neutral
37,-31,35,47.9,0.239249,28.43,78.22,Neutral
36,-41,27,1.83,0.237969,28.45,78.25,Neutral
49,-16,32,42.94,0.239249,28.45,78.28,Neutral
59,21,30,-65.19,0.240528,28.45,78.32,Neutral
45,41,16,-32.89,0.23669,28.45,78.23,Neutral
14,53,33,2.0,0.23669,28.43,78.17,Neutral
5,58,27,-17.8,0.23541,28.43,78.1,Neutral
-7,55,29,30.52,0.237969,28.43,78.02,Neutral
40,65,18,4.84,0.237969,28.43,77.92,Neutral
33,53,9,-40.81,0.23669,28.45,77.9,Neutral
50,51,7,42.01,0.237969,28.45,77.85,Neutral
40,45,-16,24.27,0.23669,28.45,77.85,Neutral
43,43,-12,30.68,0.240528,28.45,77.82,Neutral
47,42,-16,-28.22,0.239249,28.43,77.78,Neutral
45,34,-19,-17.93,0.240528,28.43,77.77,Neutral
48,35,-12,-44.43,0.240528,28.43,77.63,Neutral
57,36,-11,8.66,0.243087,28.43,77.57,Neutral
47,37,-18,5.13,0.23669,28.45,77.62,Neutral
38,39,-22,13.76,0.244366,28.45,77.7,Neutral
47,38,-14,-2.37,0.245646,28.45,77.83,Neutral
57,42,-19,7.06,0.249484,28.45,77.98,Neutral
58,48,-6,1.8,0.250763,28.43,78.18,Neutral
35,35,5,-30.34,0.245646,28.43,78.38,Neutral
34,48,13,29.92,0.243087,28.43,78.62,Neutral
38,31,14,-4.39,0.241808,28.43,78.7,Neutral
56,-12,29,-11.33,0.240528,28.45,78.65,Neutral
44,-57,21,-1.11,0.243087,28.45,78.67,Neutral
33,-57,17,17.3,0.245646,28.45,78.63,Neutral
28,-59,21,26.98,0.241808,28.45,78.6,Neutral
24,-48,23,-70.01,0.245646,28.43,78.57,Neutral
24,-56,15,-28.78,0.246925,28.43,78.53,Neutral
31,-51,21,14.72,0.244366,28.43,78.5,Neutral
24,-54,16,-16.82,0.245646,28.43,78.48,Neutral
23,-56,16,16.36,0.246925,28.43,78.37,Neutral
28,-53,17,14.16,0.239249,28.43,78.25,Neutral
24,-55,15,-3.52,0.245646,28.43,78.15,Neutral
29,-53,20,5.64,0.245646,28.43,78.08,Neutral
25,-55,21,-6.55,0.244366,28.47,78.0,Neutral
25,-54,13,2.97,0.244366,28.47,77.92,Neutral
27,-56,11,-6.45,0.241808,28.47,77.92,Neutral
29,-51,11,12.33,0.244366,28.47,78.0,Neutral
26,-57,15,1.42,0.241808,28.49,77.87,Neutral
26,-56,12,-0.21,0.245646,28.49,77.72,Neutral
28,-54,11,7.0,0.244366,28.49,77.57,Neutral
27,-56,14,-13.31,0.245646,28.49,77.43,Neutral
26,-56,13,19.59,0.244366,28.43,77.3,Neutral
27,-56,12,0.59,0.245646,28.43,77.2,Neutral
26,-55,13,1.62,0.245646,28.43,77.15,Neutral
26,-54,13,5.84,0.244366,28.43,77.15,Neutral
27,-57,15,-16.68,0.244366,28.49,77.17,Neutral
27,-54,13,8.71,0.241808,28.49,77.13,Neutral
28,-54,14,-5.35,0.244366,28.49,77.08,Neutral
26,-57,15,12.26,0.243087,28.49,77.02,Neutral
26,-57,15,5.05,0.244366,28.47,76.93,Neutral
26,-55,14,-17.65,0.243087,28.47,76.83,Neutral
25,-55,14,11.74,0.244366,28.47,76.62,Neutral
26,-55,14,-1.7,0.244366,28.47,76.4,Neutral
25,-55,14,1.34,0.244366,28.47,76.3,Neutral
26,-55,14,6.69,0.245646,28.47,76.22,Neutral
26,-56,14,-9.87,0.243087,28.47,76.13,Neutral
26,-55,13,13.23,0.243087,28.47,76.1,Neutral
25,-56,14,6.59,0.241808,28.45,76.08,Neutral
26,-55,14,-12.47,0.243087,28.45,76.07,Neutral
25,-55,13,13.35,0.243087,28.45,76.03,Neutral
28,-56,14,9.71,0.245646,28.45,76.15,Neutral
25,-55,14,-2.61,0.244366,28.47,76.28,Neutral
25,-55,14,-24.41,0.244366,28.47,76.4,Neutral
25,-55,13,12.73,0.245646,28.47,76.55,Neutral
26,-56,13,10.49,0.239249,28.47,76.68,Neutral
25,-55,13,-12.92,0.244366,28.49,76.75,Neutral
25,-55,13,-10.96,0.244366,28.49,76.83,Neutral
26,-55,13,10.47,0.244366,28.49,76.92,Neutral
25,-55,13,1.33,0.240528,28.49,77.0,Neutral
26,-55,13,-14.63,0.243087,28.49,77.03,Neutral
25,-55,13,9.04,0.243087,28.49,76.97,Neutral
26,-56,13,5.78,0.241808,28.49,76.97,Neutral
26,-55,13,-8.49,0.243087,28.49,76.95,Neutral
25,-55,13,-7.47,0.241808,28.49,76.8,Neutral
25,-55,13,8.01,0.243087,28.49,76.63,Neutral
26,-55,13,3.02,0.243087,28.49,76.42,Neutral
25,-56,13,-14.2,0.243087,28.49,76.17,Neutral
25,-55,13,9.9,0.243087,28.49,75.9,Neutral
25,-56,12,9.52,0.243087,28.49,75.63,Neutral
25,-56,12,-2.58,0.240528,28.49,75.37,Neutral
