ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-27,0,57,-0.0,0.0,382.21,82.0,Neutral
-26,0,58,-0.05,0.863495,382.21,70.0,Neutral
-26,0,58,6.2,1.205321,382.21,71.33,Neutral
-27,0,58,22.9,1.434376,382.21,69.25,Neutral
-26,1,58,93.76,1.443331,30.37,68.6,Neutral
-26,0,58,208.53,1.448448,30.37,68.17,Neutral
-27,0,58,-537.23,1.449727,30.37,67.86,Neutral
-26,0,58,71.43,1.452286,30.37,67.62,Neutral
-26,0,58,141.3,1.451006,30.35,67.56,Neutral
-26,0,58,37.59,1.452286,30.35,67.5,Neutral
-28,0,57,2.62,1.453565,30.35,67.55,Neutral
-26,0,57,0.19,1.453565,30.35,67.58,Neutral
-27,0,57,0.97,1.452286,30.35,67.62,Neutral
-26,0,58,3.55,1.451006,30.35,67.64,Neutral
-26,0,58,11.39,1.452286,30.35,67.73,Neutral
-27,0,58,-12.96,1.451006,30.35,67.81,Neutral
-26,1,58,-26.58,1.449727,30.37,67.88,Neutral
-27,-1,57,9.96,1.452286,30.37,67.89,Neutral
-26,0,58,7.97,1.451006,30.37,67.89,Neutral
-26,0,58,5.35,1.443331,30.37,67.85,Neutral
-26,0,58,-18.42,1.448448,30.37,67.76,Neutral
-25,0,58,4.29,1.447169,30.37,67.68,Neutral
-26,0,58,21.27,1.44461,30.37,67.61,Neutral
-26,0,58,-11.57,1.443331,30.37,67.54,Neutral
-26,0,58,-50.83,1.442052,30.39,67.48,Neutral
-26,0,58,24.46,1.442052,30.39,67.5,Neutral
-27,0,57,12.85,1.440772,30.39,67.56,Neutral
-26,0,57,-21.43,1.439493,30.39,67.61,Neutral
-26,0,58,-31.82,1.439493,30.37,67.69,Neutral
-26,0,58,39.72,1.435655,30.37,67.7,Neutral
-26,0,58,31.68,1.431818,30.37,67.68,Neutral
-25,0,58,-21.85,1.433097,30.37,67.62,Neutral
-26,0,58,-27.15,1.430538,30.41,67.55,Neutral
-26,0,58,36.71,1.430538,30.41,67.41,Neutral
-26,0,58,12.91,1.429259,30.41,67.26,Neutral
-26,0,57,-40.83,1.425421,30.41,67.58,Neutral
-26,0,58,27.07,1.425421,30.39,67.97,Neutral
-26,0,58,32.73,1.422863,30.39,68.34,Neutral
-25,0,58,-18.18,1.421584,30.39,68.74,Neutral
-26,0,57,-49.83,1.421584,30.39,69.32,Neutral
-26,0,58,38.94,1.420304,30.43,69.88,Neutral
-26,0,58,26.25,1.416467,30.43,70.38,Neutral
-26,0,58,-30.31,1.416467,30.43,70.84,Neutral
-26,0,58,2.41,1.413908,30.43,71.23,Neutral
-26,0,58,36.69,1.41135,30.43,71.53,Neutral
-25,0,58,12.27,1.41135,30.43,71.96,Neutral
-26,0,58,-40.53,1.408791,30.43,72.34,Neutral
-26,0,58,19.91,1.408791,30.43,72.77,Neutral
-25,0,58,24.39,1.401116,30.41,73.18,Neutral
-26,0,58,-12.83,1.401116,30.41,73.52,Neutral
-25,0,58,-46.18,1.401116,30.41,73.84,Neutral
-25,0,58,23.37,1.395999,30.41,74.12,Neutral
-26,0,58,6.18,1.390882,30.45,74.38,Neutral
-26,0,58,-43.86,1.39344,30.45,74.63,Neutral
-26,0,58,23.06,1.392161,30.45,74.69,Neutral
-26,0,58,28.47,1.389602,30.45,74.75,Neutral
-25,0,58,-9.04,1.387044,30.43,74.77,Neutral
-26,0,58,-65.72,1.384485,30.43,74.78,Neutral
-26,0,58,36.35,1.383206,30.43,74.78,Neutral
-26,0,58,30.76,1.380648,30.43,74.78,Neutral
-25,0,58,-21.2,1.378089,30.43,74.67,Neutral
-25,0,58,-23.99,1.375531,30.43,74.9,Neutral
-25,1,58,28.68,1.372972,30.43,74.87,Neutral
-25,0,58,3.57,1.367855,30.43,75.02,Neutral
-26,0,58,-55.98,1.366576,30.43,75.13,Neutral
-26,0,58,29.31,1.366576,30.43,75.27,Neutral
