ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,HR,Label
-1.0,1.0,63.0,-0.0,0.0,382.21,72.0,Neutral
-1.0,1.0,63.0,-0.05,0.27248,382.21,70.5,Neutral
-1.0,1.0,63.0,6.2,0.340281,382.21,69.67,Neutral
0.0,1.0,63.0,22.9,0.345398,382.21,69.25,Neutral
0.0,1.0,63.0,93.76,0.345398,29.93,69.2,Neutral
-2.0,1.0,62.0,208.53,0.345398,29.93,69.33,Neutral
-1.0,1.0,63.0,-537.23,0.345398,29.93,69.29,Neutral
-1.0,2.0,63.0,71.42,0.344119,29.93,69.38,Neutral
-1.0,1.0,63.0,140.87,0.34156,29.95,69.44,Neutral
0.0,1.0,63.0,36.29,0.344119,29.95,69.6,Neutral
0.0,1.0,63.0,-5.22,0.344119,29.95,69.73,Neutral
0.0,2.0,63.0,-25.66,0.342839,29.95,69.83,Neutral
0.0,1.0,63.0,21.41,0.344119,29.93,70.0,Neutral
0.0,1.0,63.0,12.87,0.342839,29.93,70.14,Neutral
0.0,1.0,63.0,7.34,0.34156,29.93,70.27,Neutral
0.0,1.0,63.0,3.36,0.34156,29.93,70.38,Neutral
0.0,1.0,63.0,-11.69,0.335164,29.93,70.47,Neutral
0.0,1.0,63.0,-4.67,0.34156,29.93,70.61,Neutral
-1.0,1.0,63.0,-4.56,0.34156,29.93,70.68,Neutral
0.0,1.0,63.0,-15.42,0.337722,29.93,70.8,Neutral
0.0,1.0,63.0,14.68,0.340281,29.97,71.0,Neutral
0.0,1.0,63.0,6.63,0.339002,29.97,71.18,Neutral
0.0,1.0,63.0,-18.55,0.339002,29.97,71.35,Neutral
0.0,1.0,63.0,12.81,0.340281,29.97,71.5,Neutral
0.0,1.0,63.0,15.7,0.339002,29.95,71.64,Neutral
0.0,1.0,63.0,-2.72,0.340281,29.95,71.77,Neutral
0.0,1.0,63.0,-28.26,0.339002,29.95,71.85,Neutral
0.0,1.0,63.0,13.55,0.336443,29.95,71.93,Neutral
0.0,1.0,63.0,13.16,0.336443,29.93,71.93,Neutral
0.0,0.0,63.0,-9.81,0.337722,29.93,71.83,Neutral
0.0,0.0,63.0,-0.84,0.333885,29.93,71.71,Neutral
0.0,1.0,63.0,10.98,0.336443,29.93,71.56,Neutral
0.0,1.0,63.0,-2.95,0.335164,29.93,71.64,Neutral
0.0,1.0,63.0,-17.31,0.333885,29.93,71.71,Neutral
0.0,1.0,63.0,11.46,0.335164,29.93,71.8,Neutral
0.0,1.0,63.0,1.14,0.333885,29.93,72.11,Neutral
0.0,1.0,63.0,-25.31,0.333885,29.91,72.46,Neutral
0.0,1.0,63.0,11.59,0.332605,29.91,72.84,Neutral
0.0,1.0,63.0,15.98,0.331326,29.91,73.18,Neutral
0.0,1.0,63.0,-7.31,0.331326,29.91,73.53,Neutral
0.0,1.0,63.0,-21.69,0.331326,29.93,73.85,Neutral
0.0,1.0,63.0,14.8,0.328768,29.93,74.19,Neutral
